,ID,Order Date,Class,Region,Sub-Category,Sales
2132,893,2018-06-26,Первый класс,Урал,Art,9960.226
2133,894,2018-06-26,Первый класс,Урал,Phones,20316.26
2134,2232,2018-06-26,Стандарт,Урал,Furnishings,35629.56
2135,3601,2018-06-26,Стандарт,Калиниград,Accessories,40358.25
2136,4865,2018-06-26,Стандарт,Владивосток,Phones,43766.21
2137,5385,2018-06-26,Стандарт,Владивосток,Phones,18839.29
2138,5386,2018-06-26,Стандарт,Владивосток,Phones,24016.91
2139,5628,2018-06-26,Стандарт,Москва,Labels,30914.24
2140,5629,2018-06-26,Стандарт,Москва,Chairs,33229.93
2141,6761,2018-06-26,Стандарт,Владивосток,Storage,11744.46
2142,6940,2018-06-26,Стандарт,Владивосток,Binders,23437.52
2143,6941,2018-06-26,Стандарт,Владивосток,Supplies,18892.21
2144,6942,2018-06-26,Стандарт,Владивосток,Storage,37326.96
2145,6943,2018-06-26,Стандарт,Владивосток,Paper,29599.36
2146,1993,2018-06-25,Стандарт,Калиниград,Labels,34698.45
2147,1994,2018-06-25,Стандарт,Калиниград,Art,10452.52
2148,1995,2018-06-25,Стандарт,Калиниград,Fasteners,3948.099
2149,4270,2018-06-25,Второй класс,Калиниград,Tables,14422.5
2150,7454,2018-06-25,Стандарт,Урал,Phones,13326.12
2151,9584,2018-06-25,Второй класс,Владивосток,Bookcases,18989.71
2152,201,2018-06-24,Стандарт,Владивосток,Paper,4536.964
2153,417,2018-06-24,Стандарт,Калиниград,Art,12960.96
2154,1511,2018-06-24,Стандарт,Калиниград,Art,39533.86
2155,1512,2018-06-24,Стандарт,Калиниград,Art,38140.17
2156,4050,2018-06-24,Второй класс,Владивосток,Furnishings,12238.74
2157,4051,2018-06-24,Второй класс,Владивосток,Chairs,11722.13
2158,4083,2018-06-24,Стандарт,Урал,Binders,13505.13
2159,4084,2018-06-24,Стандарт,Урал,Paper,21465.6
2160,4655,2018-06-24,Второй класс,Калиниград,Fasteners,6174.102
2161,2500,2018-06-22,Первый класс,Москва,Envelopes,38749.3
2162,2764,2018-06-22,Стандарт,Владивосток,Binders,34013.93
2163,2765,2018-06-22,Стандарт,Владивосток,Binders,5929.248
2164,2766,2018-06-22,Стандарт,Владивосток,Storage,4036.353
2165,7283,2018-06-22,Стандарт,Урал,Binders,2357.529
2166,9033,2018-06-22,Стандарт,Урал,Chairs,32967.18
2167,1629,2018-06-21,Второй класс,Владивосток,Furnishings,15399.56
2168,1630,2018-06-21,Второй класс,Владивосток,Binders,35345.41
2169,7895,2018-06-21,Стандарт,Владивосток,Binders,41149.19
2170,7896,2018-06-21,Стандарт,Владивосток,Binders,11692.35
2171,7897,2018-06-21,Стандарт,Владивосток,Paper,31287.5
2172,823,2018-06-20,Стандарт,Владивосток,Accessories,34439.78
2173,824,2018-06-20,Стандарт,Владивосток,Labels,43156.81
2174,890,2018-06-20,Стандарт,Владивосток,Accessories,3072.889
2175,891,2018-06-20,Стандарт,Владивосток,Binders,35231.6
2176,1436,2018-06-20,Стандарт,Владивосток,Paper,34887.85
2177,1437,2018-06-20,Стандарт,Владивосток,Art,9781.296
2178,5293,2018-06-20,Первый класс,Москва,Storage,2835.346
2179,9689,2018-06-20,Стандарт,Москва,Paper,27854.75
2180,9690,2018-06-20,Стандарт,Москва,Phones,7461.048
2181,653,2018-06-19,Стандарт,Владивосток,Paper,42867.95
2182,654,2018-06-19,Стандарт,Владивосток,Accessories,43371.96
2183,2480,2018-06-19,Стандарт,Урал,Supplies,42360.13
2184,2481,2018-06-19,Стандарт,Урал,Storage,21356.92
2185,4101,2018-06-19,Стандарт,Урал,Appliances,17000.89
2186,4102,2018-06-19,Стандарт,Урал,Appliances,23047.58
2187,4103,2018-06-19,Стандарт,Урал,Paper,28162.81
2188,7105,2018-06-19,Второй класс,Владивосток,Chairs,6714.962
2189,7106,2018-06-19,Второй класс,Владивосток,Furnishings,37612.63
2190,7107,2018-06-19,Второй класс,Владивосток,Accessories,13279.35
2191,9287,2018-06-19,Стандарт,Урал,Binders,30539.19
2192,9288,2018-06-19,Стандарт,Урал,Tables,31060.84
2193,4496,2018-06-18,Стандарт,Калиниград,Bookcases,21826.28
2194,4497,2018-06-18,Стандарт,Калиниград,Paper,11423.17
2195,6304,2018-06-18,Второй класс,Урал,Paper,30334.84
2196,98,2018-06-17,Первый класс,Калиниград,Binders,39509.03
2197,1012,2018-06-17,Второй класс,Калиниград,Furnishings,26423.62
2198,1013,2018-06-17,Второй класс,Калиниград,Storage,21679.48
2199,2501,2018-06-17,Первый класс,Урал,Paper,20543.29
2200,2502,2018-06-17,Первый класс,Урал,Binders,39948.43
2201,2503,2018-06-17,Первый класс,Урал,Binders,21822.93
2202,6604,2018-06-17,Первый класс,Калиниград,Storage,21517.92
2203,7915,2018-06-17,Стандарт,Владивосток,Machines,5540.789
2204,7916,2018-06-17,Стандарт,Владивосток,Accessories,2794.602
2205,267,2018-06-16,Стандарт,Москва,Art,35087.28
2206,830,2018-06-16,Второй класс,Москва,Chairs,19784.29
2207,831,2018-06-16,Второй класс,Москва,Appliances,31656.1
2208,832,2018-06-16,Второй класс,Москва,Phones,33539.02
2209,833,2018-06-16,Второй класс,Москва,Phones,41175.75
2210,2258,2018-06-16,Первый класс,Калиниград,Chairs,24675.6
2211,2259,2018-06-16,Первый класс,Калиниград,Paper,42238.67
2212,2706,2018-06-16,Стандарт,Калиниград,Supplies,34479.81
2213,2707,2018-06-16,Стандарт,Калиниград,Paper,26167.52
2214,2708,2018-06-16,Стандарт,Калиниград,Paper,12220.46
2215,4542,2018-06-16,Стандарт,Урал,Binders,13940.52
2216,6745,2018-06-16,Второй класс,Владивосток,Accessories,35182.89
2217,6746,2018-06-16,Второй класс,Владивосток,Art,7253.882
2218,346,2018-06-15,Стандарт,Калиниград,Phones,39292.18
2219,673,2018-06-15,Стандарт,Урал,Art,36640.41
2220,2873,2018-06-15,Стандарт,Калиниград,Art,10836.52
2221,5476,2018-06-15,Первый класс,Урал,Labels,34342.26
2222,5477,2018-06-15,Первый класс,Урал,Storage,41469.63
2223,5478,2018-06-15,Первый класс,Урал,Paper,11461.82
2224,7090,2018-06-15,Второй класс,Калиниград,Phones,28890.02
2225,8697,2018-06-15,Стандарт,Москва,Phones,1998.145
2226,8698,2018-06-15,Стандарт,Москва,Furnishings,41750.19
2227,8699,2018-06-15,Стандарт,Москва,Tables,3888.865
2228,8700,2018-06-15,Стандарт,Москва,Phones,32448.52
2229,8701,2018-06-15,Стандарт,Москва,Appliances,37276.77
2230,8702,2018-06-15,Стандарт,Москва,Storage,21585.67
2231,8703,2018-06-15,Стандарт,Москва,Paper,39978.2
2232,8789,2018-06-15,Стандарт,Москва,Chairs,23809.21
2233,8790,2018-06-15,Стандарт,Москва,Bookcases,27193.42
2234,1446,2018-06-13,Первый класс,Урал,Storage,16927.02
2235,1447,2018-06-13,Первый класс,Урал,Chairs,13277.55
2236,1448,2018-06-13,Первый класс,Урал,Phones,12990.46
2237,7265,2018-06-13,Стандарт,Москва,Art,36556.77
2238,7731,2018-06-13,Стандарт,Калиниград,Chairs,39897.44
2239,1456,2018-06-12,Стандарт,Москва,Binders,30163.26
2240,1457,2018-06-12,Стандарт,Москва,Tables,7193.604
2241,2638,2018-06-12,Стандарт,Владивосток,Paper,21166.24
2242,2639,2018-06-12,Стандарт,Владивосток,Binders,28780.19
2243,2640,2018-06-12,Стандарт,Владивосток,Art,21764.77
2244,2641,2018-06-12,Стандарт,Владивосток,Chairs,21264.29
2245,2870,2018-06-12,Стандарт,Москва,Furnishings,37666.54
2246,5497,2018-06-12,Стандарт,Владивосток,Accessories,32494.99
2247,9175,2018-06-12,Второй класс,Калиниград,Phones,41943.87
2248,9176,2018-06-12,Второй класс,Калиниград,Paper,14485.38
2249,9537,2018-06-12,Второй класс,Урал,Furnishings,1824.257
2250,1569,2018-06-11,Same Day,Калиниград,Paper,41823.45
2251,2309,2018-06-11,Первый класс,Калиниград,Chairs,38962.21
2252,2310,2018-06-11,Первый класс,Калиниград,Storage,20385.57
2253,2311,2018-06-11,Первый класс,Калиниград,Art,7818.759
2254,2312,2018-06-11,Первый класс,Калиниград,Art,1144.35
2255,2313,2018-06-11,Первый класс,Калиниград,Storage,19581.52
2256,3448,2018-06-11,Стандарт,Москва,Art,21430.1
2257,4220,2018-06-11,Второй класс,Калиниград,Paper,4227.432
2258,4221,2018-06-11,Второй класс,Калиниград,Binders,28174.13
2259,4222,2018-06-11,Второй класс,Калиниград,Machines,5769.811
2260,4223,2018-06-11,Второй класс,Калиниград,Storage,20605.35
2261,4224,2018-06-11,Второй класс,Калиниград,Bookcases,38808.77
2262,8342,2018-06-11,Первый класс,Калиниград,Appliances,38175.26
2263,8924,2018-06-11,Стандарт,Москва,Binders,24644.61
2264,485,2018-06-10,Первый класс,Калиниград,Labels,22499.11
2265,486,2018-06-10,Первый класс,Калиниград,Bookcases,32451.98
2266,487,2018-06-10,Первый класс,Калиниград,Phones,20653.55
2267,644,2018-06-10,Стандарт,Урал,Accessories,35754.86
2268,2289,2018-06-10,Первый класс,Калиниград,Art,4899.03
2269,3395,2018-06-10,Same Day,Владивосток,Paper,20972.92
2270,4520,2018-06-10,Стандарт,Москва,Storage,43586.63
2271,5219,2018-06-10,Стандарт,Владивосток,Art,42401.16
2272,5367,2018-06-10,Стандарт,Калиниград,Phones,24236.95
2273,5368,2018-06-10,Стандарт,Калиниград,Labels,20938.06
2274,5369,2018-06-10,Стандарт,Калиниград,Storage,25132.11
2275,7262,2018-06-10,Второй класс,Калиниград,Art,11540.62
2276,7310,2018-06-10,Второй класс,Владивосток,Fasteners,8610.423
2277,670,2018-06-09,Стандарт,Урал,Furnishings,19440.47
2278,671,2018-06-09,Стандарт,Урал,Tables,21092.69
2279,672,2018-06-09,Стандарт,Урал,Paper,43184.89
2280,5362,2018-06-09,Первый класс,Урал,Storage,40275.35
2281,8148,2018-06-09,Стандарт,Москва,Paper,14400.23
2282,262,2018-06-08,Стандарт,Урал,Appliances,6221.491
2283,666,2018-06-08,Второй класс,Урал,Supplies,14648.28
2284,667,2018-06-08,Второй класс,Урал,Paper,5161.982
2285,668,2018-06-08,Второй класс,Урал,Phones,2159.196
2286,4820,2018-06-08,Стандарт,Владивосток,Binders,15116.56
2287,7506,2018-06-08,Стандарт,Урал,Binders,11674.91
2288,7815,2018-06-08,Первый класс,Калиниград,Bookcases,9844.611
2289,7816,2018-06-08,Первый класс,Калиниград,Phones,16142.49
2290,9645,2018-06-08,Стандарт,Калиниград,Accessories,8636.355
2291,9646,2018-06-08,Стандарт,Калиниград,Storage,27355.21
2292,9647,2018-06-08,Стандарт,Калиниград,Binders,27039.2
2293,3854,2018-06-06,Стандарт,Калиниград,Furnishings,4619.77
2294,3855,2018-06-06,Стандарт,Калиниград,Storage,38239.52
2295,3912,2018-06-05,Первый класс,Урал,Phones,40263.96
2296,8514,2018-06-05,Стандарт,Москва,Paper,33358.0
2297,1090,2018-06-04,Стандарт,Москва,Furnishings,22196.18
2298,1091,2018-06-04,Стандарт,Москва,Phones,36992.41
2299,1270,2018-06-04,Стандарт,Москва,Paper,4746.023
2300,2928,2018-06-04,Стандарт,Урал,Art,38381.06
2301,3193,2018-06-04,Стандарт,Урал,Binders,12716.99
2302,5874,2018-06-04,Same Day,Москва,Binders,3399.734
2303,5875,2018-06-04,Same Day,Москва,Binders,34129.43
2304,8518,2018-06-04,Второй класс,Урал,Furnishings,28258.32
2305,205,2018-06-03,Стандарт,Москва,Furnishings,16930.77
2306,5926,2018-06-03,Стандарт,Калиниград,Accessories,11404.72
2307,6125,2018-06-03,Стандарт,Калиниград,Accessories,36686.55
2308,6126,2018-06-03,Стандарт,Калиниград,Paper,28482.19
2309,6127,2018-06-03,Стандарт,Калиниград,Binders,8682.285
2310,6476,2018-06-03,Стандарт,Москва,Binders,14154.55
2311,6477,2018-06-03,Стандарт,Москва,Appliances,27142.0
2312,6478,2018-06-03,Стандарт,Москва,Accessories,5045.306
2313,6479,2018-06-03,Стандарт,Москва,Paper,3659.414
2314,6480,2018-06-03,Стандарт,Москва,Phones,29049.65
2315,6481,2018-06-03,Стандарт,Москва,Appliances,17779.77
2316,6482,2018-06-03,Стандарт,Москва,Bookcases,11151.15
2317,6483,2018-06-03,Стандарт,Москва,Accessories,11335.56
2318,6484,2018-06-03,Стандарт,Владивосток,Tables,8683.957
2319,6485,2018-06-03,Стандарт,Владивосток,Machines,16054.93
2320,6486,2018-06-03,Стандарт,Владивосток,Paper,29308.05
2321,9451,2018-06-03,Стандарт,Калиниград,Storage,4688.638
2322,1331,2018-06-02,Стандарт,Владивосток,Phones,21561.68
2323,1332,2018-06-02,Стандарт,Владивосток,Storage,2498.201
2324,3689,2018-06-02,Второй класс,Калиниград,Paper,18758.13
2325,3690,2018-06-02,Второй класс,Калиниград,Envelopes,29907.17
2326,4769,2018-06-02,Same Day,Москва,Paper,27884.44
2327,7733,2018-06-02,Стандарт,Урал,Paper,25795.22
2328,2288,2018-06-01,Второй класс,Владивосток,Appliances,13073.21
2329,4838,2018-06-01,Первый класс,Владивосток,Binders,10467.49
2330,4839,2018-06-01,Первый класс,Владивосток,Paper,13159.84
2331,4840,2018-06-01,Первый класс,Владивосток,Phones,8217.188
2332,7660,2018-06-01,Стандарт,Урал,Binders,17132.35
2333,7801,2018-06-01,Стандарт,Владивосток,Storage,5455.988
2334,6402,2018-05-30,Первый класс,Москва,Bookcases,30847.5
2335,6403,2018-05-30,Первый класс,Москва,Binders,19921.73
2336,6404,2018-05-30,Первый класс,Москва,Furnishings,39260.92
2337,7412,2018-05-30,Стандарт,Калиниград,Phones,27451.42
2338,7413,2018-05-30,Стандарт,Калиниград,Accessories,3495.255
2339,7414,2018-05-30,Стандарт,Калиниград,Furnishings,33716.42
2340,8811,2018-05-30,Стандарт,Калиниград,Paper,16278.39
2341,9513,2018-05-30,Второй класс,Урал,Bookcases,9833.555
2342,9687,2018-05-30,Стандарт,Калиниград,Art,12098.62
2343,371,2018-05-29,Стандарт,Урал,Paper,17081.24
2344,372,2018-05-29,Стандарт,Урал,Storage,30834.89
2345,3404,2018-05-29,Стандарт,Урал,Furnishings,28633.12
2346,3717,2018-05-29,Стандарт,Урал,Fasteners,15946.16
2347,6248,2018-05-29,Стандарт,Урал,Binders,35830.85
2348,6249,2018-05-29,Стандарт,Урал,Furnishings,42370.04
2349,6250,2018-05-29,Стандарт,Урал,Appliances,37560.33
2350,6251,2018-05-29,Стандарт,Урал,Paper,26445.02
2351,86,2018-05-28,Второй класс,Москва,Chairs,38086.58
2352,2434,2018-05-28,Стандарт,Урал,Phones,28223.14
2353,6242,2018-05-28,Второй класс,Владивосток,Furnishings,30254.72
2354,8457,2018-05-28,Второй класс,Урал,Chairs,30907.23
2355,8458,2018-05-28,Второй класс,Урал,Binders,29003.67
2356,8786,2018-05-28,Стандарт,Калиниград,Phones,15089.94
2357,8787,2018-05-28,Стандарт,Калиниград,Paper,10080.67
2358,8788,2018-05-28,Стандарт,Калиниград,Accessories,13894.44
2359,9132,2018-05-28,Стандарт,Владивосток,Furnishings,8339.136
2360,9133,2018-05-28,Стандарт,Владивосток,Appliances,6598.646
2361,9295,2018-05-28,Стандарт,Владивосток,Paper,36047.66
2362,9296,2018-05-28,Стандарт,Владивосток,Bookcases,13758.52
2363,3082,2018-05-27,Стандарт,Москва,Binders,3240.383
2364,3083,2018-05-27,Стандарт,Москва,Phones,30806.94
2365,3943,2018-05-27,Второй класс,Москва,Paper,40126.61
2366,5376,2018-05-27,Стандарт,Калиниград,Accessories,8355.953
2367,5377,2018-05-27,Стандарт,Калиниград,Art,13434.66
2368,6436,2018-05-27,Первый класс,Калиниград,Furnishings,25109.77
2369,6437,2018-05-27,Первый класс,Калиниград,Storage,23320.53
2370,6438,2018-05-27,Первый класс,Калиниград,Phones,27486.51
2371,9448,2018-05-27,Стандарт,Урал,Furnishings,25742.15
2372,9457,2018-05-27,Стандарт,Москва,Accessories,35905.11
2373,9458,2018-05-27,Стандарт,Москва,Binders,28945.91
2374,7000,2018-05-26,Первый класс,Москва,Appliances,36614.12
2375,7001,2018-05-26,Первый класс,Москва,Supplies,10666.11
2376,9067,2018-05-26,Стандарт,Москва,Accessories,24315.62
2377,9438,2018-05-26,Стандарт,Калиниград,Paper,35065.28
2378,6671,2018-05-25,Стандарт,Москва,Binders,33496.31
2379,8013,2018-05-25,Same Day,Владивосток,Binders,28964.2
2380,8014,2018-05-25,Same Day,Владивосток,Accessories,43838.55
2381,8015,2018-05-25,Same Day,Владивосток,Fasteners,20695.45
2382,8016,2018-05-25,Same Day,Владивосток,Furnishings,36892.21
2383,9128,2018-05-25,Стандарт,Урал,Storage,27830.49
2384,4510,2018-05-23,Стандарт,Калиниград,Tables,15397.05
2385,4872,2018-05-23,Стандарт,Урал,Fasteners,3884.618
2386,4873,2018-05-23,Стандарт,Урал,Appliances,35486.1
2387,4874,2018-05-23,Стандарт,Урал,Storage,43469.62
2388,4875,2018-05-23,Стандарт,Урал,Binders,42123.11
2389,5540,2018-05-22,Стандарт,Урал,Chairs,25852.47
2390,5541,2018-05-22,Стандарт,Урал,Binders,16353.69
2391,5542,2018-05-22,Стандарт,Урал,Supplies,2741.994
2392,6467,2018-05-22,Второй класс,Калиниград,Accessories,42064.52
2393,7245,2018-05-22,Первый класс,Калиниград,Art,40385.51
2394,9247,2018-05-22,Стандарт,Калиниград,Art,12618.16
2395,9248,2018-05-22,Стандарт,Калиниград,Art,8822.539
2396,989,2018-05-21,Стандарт,Владивосток,Furnishings,24747.61
2397,990,2018-05-21,Стандарт,Владивосток,Art,11231.72
2398,4363,2018-05-20,Второй класс,Урал,Art,24509.34
2399,4364,2018-05-20,Второй класс,Урал,Art,11147.08
2400,4365,2018-05-20,Второй класс,Урал,Storage,42889.77
2401,4366,2018-05-20,Второй класс,Урал,Fasteners,5306.958
2402,4367,2018-05-20,Второй класс,Урал,Art,38598.7
2403,6068,2018-05-20,Стандарт,Калиниград,Chairs,5807.986
2404,6069,2018-05-20,Стандарт,Калиниград,Furnishings,22452.61
2405,6070,2018-05-20,Стандарт,Калиниград,Machines,8700.575
2406,6907,2018-05-20,Same Day,Урал,Binders,10437.66
2407,9143,2018-05-20,Стандарт,Калиниград,Binders,30866.54
2408,9144,2018-05-20,Стандарт,Калиниград,Phones,21830.82
2409,9145,2018-05-20,Стандарт,Калиниград,Appliances,36333.83
2410,628,2018-05-19,Стандарт,Калиниград,Appliances,20768.33
2411,713,2018-05-19,Стандарт,Владивосток,Appliances,31720.52
2412,714,2018-05-19,Стандарт,Владивосток,Phones,8746.557
2413,715,2018-05-19,Стандарт,Владивосток,Accessories,41473.49
2414,2859,2018-05-19,Стандарт,Москва,Accessories,33598.95
2415,2860,2018-05-19,Стандарт,Москва,Phones,8949.835
2416,2861,2018-05-19,Стандарт,Москва,Bookcases,9813.516
2417,2862,2018-05-19,Стандарт,Москва,Paper,40747.97
2418,3625,2018-05-19,Второй класс,Калиниград,Chairs,30718.27
2419,3626,2018-05-19,Второй класс,Калиниград,Art,40973.85
2420,3627,2018-05-19,Второй класс,Калиниград,Art,39773.37
2421,3628,2018-05-19,Второй класс,Калиниград,Accessories,20753.33
2422,5053,2018-05-19,Same Day,Москва,Paper,13425.02
2423,5454,2018-05-19,Стандарт,Урал,Paper,14005.76
2424,5939,2018-05-19,Стандарт,Урал,Phones,19490.85
2425,5940,2018-05-19,Стандарт,Урал,Labels,17028.41
2426,6044,2018-05-19,Второй класс,Москва,Chairs,43734.86
2427,6045,2018-05-19,Второй класс,Москва,Paper,24048.86
2428,6369,2018-05-19,Стандарт,Калиниград,Binders,41848.89
2429,9011,2018-05-19,Стандарт,Москва,Binders,5935.999
2430,2844,2018-05-18,Стандарт,Владивосток,Accessories,1003.082
2431,3941,2018-05-18,Стандарт,Владивосток,Furnishings,15395.58
2432,3942,2018-05-18,Стандарт,Владивосток,Binders,28513.73
2433,4187,2018-05-18,Стандарт,Урал,Binders,17172.24
2434,4188,2018-05-18,Стандарт,Урал,Binders,21294.8
2435,4189,2018-05-18,Стандарт,Урал,Storage,10639.75
2436,4423,2018-05-18,Первый класс,Москва,Appliances,19216.51
2437,4424,2018-05-18,Первый класс,Москва,Bookcases,19173.82
2438,4425,2018-05-18,Первый класс,Москва,Phones,3630.797
2439,4426,2018-05-18,Первый класс,Москва,Binders,39373.52
2440,4427,2018-05-18,Первый класс,Москва,Phones,13444.55
2441,4715,2018-05-18,Первый класс,Калиниград,Phones,13676.47
2442,5222,2018-05-18,Второй класс,Урал,Appliances,3679.725
2443,5223,2018-05-18,Второй класс,Урал,Phones,34941.58
2444,5224,2018-05-18,Второй класс,Урал,Binders,1464.21
2445,8183,2018-05-18,Стандарт,Урал,Furnishings,10214.14
2446,8184,2018-05-18,Стандарт,Урал,Furnishings,29241.54
2447,4093,2018-05-16,Первый класс,Владивосток,Storage,24572.87
2448,957,2018-05-15,Второй класс,Калиниград,Phones,7752.537
2449,958,2018-05-15,Второй класс,Калиниград,Binders,18462.09
2450,959,2018-05-15,Второй класс,Калиниград,Paper,27961.63
2451,2632,2018-05-15,Стандарт,Калиниград,Furnishings,11547.31
2452,2633,2018-05-15,Стандарт,Калиниград,Chairs,9796.402
2453,2634,2018-05-15,Стандарт,Калиниград,Chairs,2650.68
2454,5510,2018-05-15,Стандарт,Урал,Paper,42064.36
2455,5511,2018-05-15,Стандарт,Урал,Phones,12806.4
2456,814,2018-05-14,Same Day,Калиниград,Furnishings,14625.09
2457,815,2018-05-14,Same Day,Калиниград,Accessories,27900.02
2458,1245,2018-05-14,Стандарт,Москва,Envelopes,6376.758
2459,4161,2018-05-14,Стандарт,Владивосток,Phones,13266.17
2460,4162,2018-05-14,Стандарт,Владивосток,Storage,8292.823
2461,4649,2018-05-14,Стандарт,Калиниград,Paper,16419.26
2462,4650,2018-05-14,Стандарт,Калиниград,Supplies,39466.45
2463,6408,2018-05-14,Первый класс,Урал,Chairs,33335.98
2464,6409,2018-05-14,Первый класс,Урал,Art,44258.84
2465,6410,2018-05-14,Первый класс,Урал,Paper,39648.59
2466,6411,2018-05-14,Первый класс,Урал,Phones,31707.26
2467,6412,2018-05-14,Первый класс,Урал,Paper,24234.77
2468,6459,2018-05-14,Первый класс,Владивосток,Art,5827.707
2469,6460,2018-05-14,Первый класс,Владивосток,Art,28063.5
2470,6461,2018-05-14,Первый класс,Владивосток,Art,3992.978
2471,6462,2018-05-14,Первый класс,Владивосток,Accessories,18534.95
2472,6463,2018-05-14,Первый класс,Владивосток,Chairs,10087.36
2473,6464,2018-05-14,Первый класс,Владивосток,Labels,40112.24
2474,6545,2018-05-14,Стандарт,Владивосток,Binders,18380.13
2475,6546,2018-05-14,Стандарт,Владивосток,Labels,30944.48
2476,6547,2018-05-14,Стандарт,Владивосток,Paper,26442.36
2477,2431,2018-05-13,Стандарт,Калиниград,Labels,33008.38
2478,2595,2018-05-13,Стандарт,Урал,Envelopes,13150.98
2479,2596,2018-05-13,Стандарт,Урал,Binders,6215.77
2480,2597,2018-05-13,Стандарт,Урал,Phones,6872.531
2481,2598,2018-05-13,Стандарт,Урал,Storage,30942.33
2482,2599,2018-05-13,Стандарт,Урал,Paper,31448.3
2483,8336,2018-05-13,Второй класс,Владивосток,Binders,25986.88
2484,8622,2018-05-13,Стандарт,Москва,Appliances,1771.732
2485,9000,2018-05-13,Стандарт,Владивосток,Chairs,15220.94
2486,1857,2018-05-12,Второй класс,Урал,Storage,21313.77
2487,1858,2018-05-12,Второй класс,Урал,Binders,16052.07
2488,3762,2018-05-12,Стандарт,Владивосток,Paper,4427.908
2489,5804,2018-05-12,Стандарт,Владивосток,Art,5201.8
2490,5821,2018-05-12,Стандарт,Калиниград,Supplies,34290.91
2491,5822,2018-05-12,Стандарт,Калиниград,Appliances,17473.91
2492,5823,2018-05-12,Стандарт,Калиниград,Tables,26709.33
2493,5824,2018-05-12,Стандарт,Калиниград,Binders,6987.116
2494,6281,2018-05-12,Стандарт,Владивосток,Labels,29173.22
2495,6667,2018-05-12,Второй класс,Владивосток,Furnishings,18994.88
2496,6668,2018-05-12,Второй класс,Владивосток,Labels,12972.17
2497,6669,2018-05-12,Второй класс,Владивосток,Supplies,13910.22
2498,6670,2018-05-12,Второй класс,Владивосток,Accessories,8048.581
2499,4122,2018-05-11,Same Day,Калиниград,Paper,29922.3
2500,4123,2018-05-11,Same Day,Калиниград,Labels,16084.07
2501,4124,2018-05-11,Same Day,Калиниград,Binders,40550.09
2502,4700,2018-05-11,Стандарт,Урал,Art,29481.61
2503,4701,2018-05-11,Стандарт,Урал,Storage,6493.089
2504,4702,2018-05-11,Стандарт,Урал,Paper,25942.45
2505,4703,2018-05-11,Стандарт,Урал,Furnishings,32361.43
2506,5012,2018-05-11,Первый класс,Калиниград,Bookcases,1787.843
2507,7316,2018-05-11,Второй класс,Владивосток,Art,37572.73
2508,8281,2018-05-09,Первый класс,Москва,Envelopes,26627.34
2509,8282,2018-05-09,Первый класс,Москва,Chairs,43930.63
2510,8417,2018-05-09,Первый класс,Калиниград,Binders,43561.77
2511,8418,2018-05-09,Первый класс,Калиниград,Storage,10539.06
2512,8419,2018-05-09,Первый класс,Калиниград,Tables,26549.92
2513,8420,2018-05-09,Первый класс,Калиниград,Storage,38697.22
2514,8421,2018-05-09,Первый класс,Калиниград,Accessories,4205.428
2515,1596,2018-05-08,Стандарт,Владивосток,Chairs,5632.158
2516,3274,2018-05-08,Стандарт,Калиниград,Copiers,19283.82
2517,4471,2018-05-08,Стандарт,Владивосток,Chairs,25169.45
2518,9520,2018-05-08,Второй класс,Калиниград,Appliances,9100.454
2519,9601,2018-05-08,Второй класс,Урал,Paper,44606.37
2520,3828,2018-05-07,Стандарт,Урал,Chairs,25982.78
2521,3829,2018-05-07,Стандарт,Урал,Chairs,6038.942
2522,3830,2018-05-07,Стандарт,Урал,Chairs,9606.455
2523,3831,2018-05-07,Стандарт,Урал,Appliances,41750.1
2524,5001,2018-05-07,Стандарт,Калиниград,Accessories,43856.31
2525,9374,2018-05-07,Стандарт,Калиниград,Phones,43627.54
2526,1971,2018-05-06,Стандарт,Урал,Art,8117.854
2527,1972,2018-05-06,Стандарт,Урал,Accessories,11159.13
2528,2781,2018-05-06,Первый класс,Владивосток,Labels,40881.66
2529,4127,2018-05-06,Первый класс,Москва,Art,2213.334
2530,4669,2018-05-06,Стандарт,Урал,Binders,30725.87
2531,4670,2018-05-06,Стандарт,Урал,Bookcases,27826.9
2532,4671,2018-05-06,Стандарт,Урал,Storage,31599.82
2533,6635,2018-05-06,Same Day,Москва,Binders,43687.53
2534,6636,2018-05-06,Same Day,Москва,Phones,36357.02
2535,6637,2018-05-06,Same Day,Москва,Labels,35874.95
2536,7676,2018-05-06,Второй класс,Калиниград,Appliances,11952.03
2537,8442,2018-05-06,Стандарт,Калиниград,Paper,18700.7
2538,5192,2018-05-05,Стандарт,Калиниград,Envelopes,4937.328
2539,5286,2018-05-05,Первый класс,Калиниград,Envelopes,44539.79
2540,5287,2018-05-05,Первый класс,Калиниград,Binders,10868.06
2541,5288,2018-05-05,Первый класс,Калиниград,Bookcases,23948.23
2542,6264,2018-05-05,Стандарт,Москва,Binders,26730.73
2543,6305,2018-05-05,Same Day,Владивосток,Paper,10893.72
2544,1353,2018-05-04,Стандарт,Калиниград,Phones,30442.33
2545,1354,2018-05-04,Стандарт,Калиниград,Paper,12613.91
2546,1355,2018-05-04,Стандарт,Калиниград,Tables,9099.195
2547,2467,2018-05-04,Стандарт,Москва,Paper,27257.24
2548,2468,2018-05-04,Стандарт,Москва,Storage,42106.63
2549,2469,2018-05-04,Стандарт,Москва,Paper,42172.59
2550,2470,2018-05-04,Стандарт,Москва,Storage,17588.05
